City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
180,west island,-12.1568,96.8225,26.99,83,40,4.63,CC,1712947019
181,ust'-kalmanka,52.1207,83.305,0.13,60,100,4.66,RU,1712947020
182,broome,42.2506,-75.833,13.21,81,100,6.69,US,1712947020
183,ivdel',60.6911,60.4206,5.57,90,100,3.58,RU,1712947021
184,isafjordur,66.0755,-23.124,-0.98,74,75,6.17,IS,1712947023
185,crane,31.3974,-102.3501,27.25,16,100,12.33,US,1712947025
186,fortaleza,-3.7227,-38.5247,31.71,87,75,4.12,BR,1712946913
187,codrington,-38.2667,141.9667,11.71,83,92,2.85,AU,1712947026
188,tambacounda,13.7539,-13.7586,41.85,10,99,2.39,SN,1712947027
189,nova vicosa,-17.8919,-39.3719,28.18,70,2,3.76,BR,1712947028
190,tiksi,71.6872,128.8694,-19.01,85,100,9.61,RU,1712947029
191,kerikeri,-35.2268,173.9474,12.02,83,0,1.85,NZ,1712947030
192,uturoa,-16.7333,-151.4333,28.57,79,100,10.63,PF,1712947031
193,torghay,49.6339,63.4981,9.02,50,7,6.55,KZ,1712947033
194,vila velha,-20.3297,-40.2925,29.42,86,40,5.66,BR,1712946970
195,sitka,57.0531,-135.33,1.94,80,100,4.12,US,1712947035
196,mossel bay,-34.1831,22.146,12.96,71,100,5.38,ZA,1712947036
197,holualoa,19.6228,-155.9522,24.93,91,75,4.63,US,1712947037
198,pyhajarvi,67.0701,27.2176,-3.19,98,58,1.64,FI,1712947039
199,anadyr,64.75,177.4833,-13.72,77,0,0.0,RU,1712947040
200,ust-tsilma,65.441,52.1498,-10.77,89,100,4.02,RU,1712947042
201,nacala,-14.5428,40.6728,25.21,83,100,4.48,MZ,1712947044
202,bauchi,10.5,10.0,29.71,11,100,0.72,NG,1712947045
203,coahuayana de hidalgo,18.7,-103.6583,34.96,35,0,3.68,MX,1712947046
204,macusani,-14.0833,-70.4333,8.61,70,99,1.92,PE,1712947047
205,guia lopes da laguna,-21.4578,-56.1142,24.91,96,100,2.31,BR,1712946912
206,le port,-20.9373,55.2919,27.0,86,58,1.08,RE,1712947049
207,narimanov,46.6927,47.8498,11.95,50,100,6.09,RU,1712947050
208,saipan,15.1355,145.701,26.39,89,20,6.69,MP,1712947051
209,aasiaat,68.7098,-52.8699,-5.08,81,100,3.82,GL,1712947052
210,tsiombe,-25.3,45.4833,20.08,76,64,2.25,MG,1712947053
211,tolanaro,-25.0319,46.9987,23.04,83,40,2.06,MG,1712947054
212,bantogon,6.5333,124.0333,26.79,83,7,1.8,PH,1712947055
213,ilhabela,-23.7781,-45.3581,26.48,73,16,2.98,BR,1712947056
214,saint-pierre,-21.3393,55.4781,26.82,78,0,1.54,RE,1712947057
215,severo-yeniseyskiy,60.3725,93.0408,-16.35,94,96,1.34,RU,1712947058
216,hailar,49.2,119.7,6.38,82,100,4.33,CN,1712947059
217,daru,-9.0763,143.2092,26.54,70,64,4.92,PG,1712947060
218,umm kaddadah,13.6017,26.6876,26.46,11,88,6.21,SD,1712947061
219,concepcion del oro,24.6333,-101.4167,19.26,25,100,3.23,MX,1712947062
220,ariquemes,-9.9133,-63.0408,28.37,90,65,1.2,BR,1712947064
221,zhengjiatun,43.5064,123.5064,13.27,56,42,5.45,CN,1712947065
222,laojunmiao,39.8333,97.7333,11.38,18,100,3.02,CN,1712947066
223,mabaruma,8.2,-59.7833,32.0,62,40,5.14,GY,1712947068
224,mount darwin,-16.7725,31.5838,18.45,78,100,3.76,ZW,1712947069
225,barclayville,4.6797,-8.2339,27.37,81,47,2.39,LR,1712947070
226,flying fish cove,-10.4217,105.6791,26.82,83,40,4.63,CX,1712947071
227,esperanza,19.5847,-70.9849,33.32,55,82,1.79,DO,1712947072
228,lompoc,34.6391,-120.4579,17.66,94,100,5.14,US,1712947073
229,khandyga,62.6667,135.6,-18.24,99,100,1.68,RU,1712947074
230,hardheim,49.6119,9.4719,15.42,74,90,1.2,DE,1712947075
231,turpan,42.9333,89.1667,15.2,19,0,1.07,CN,1712947076
232,grimstad,58.3405,8.5934,12.91,90,7,5.44,NO,1712947077
233,rovaniemi,66.5,25.7167,3.67,70,0,3.6,FI,1712947078
234,aripuana,-9.1667,-60.6333,28.44,73,100,1.36,BR,1712947079
235,valky,49.8387,35.6207,14.3,52,4,3.28,UA,1712947080
236,nyurba,63.2842,118.3319,-28.46,100,100,0.71,RU,1712947081
237,ribeira grande,38.5167,-28.7,19.22,63,20,6.26,PT,1712947082
238,fisterra,42.9049,-9.2629,23.19,78,71,3.2,ES,1712947082
239,enewetak,11.3474,162.3373,27.13,78,100,8.68,MH,1712947083
240,fale old settlement,-9.3852,-171.2468,29.61,72,74,3.55,TK,1712947084
241,pangody,65.85,74.4859,-3.43,95,100,8.89,RU,1712947085
242,pangai,-19.8,-174.35,26.06,89,20,4.12,TO,1712947086
243,ancud,-41.8697,-73.8203,14.87,57,0,1.18,CL,1712947087
244,guatrache,-37.6678,-63.5302,10.38,91,100,3.82,AR,1712947089
245,ulladulla,-35.35,150.4667,13.76,89,61,2.13,AU,1712947090
246,cidreira,-30.1811,-50.2056,20.69,89,100,8.01,BR,1712947091
247,arfoud,31.4348,-4.2375,20.51,13,0,7.28,MA,1712947092
248,kapa'a,22.0752,-159.319,23.99,93,100,9.77,US,1712947093
249,bullsbrook,-31.6667,116.0,19.03,55,40,3.09,AU,1712947094
250,badger,64.8,-147.5333,1.32,78,100,0.0,US,1712947095
251,zouerate,22.7187,-12.4521,33.85,7,0,4.08,MR,1712947095
252,loikaw,19.6742,97.2094,24.71,46,6,1.88,MM,1712947096
253,don sak,9.3168,99.6918,26.37,85,100,3.05,TH,1712947097
254,bandarbeyla,9.4942,50.8122,28.97,77,100,5.38,SO,1712947098
255,prineville,44.2999,-120.8345,11.39,64,40,0.0,US,1712947099
256,kuhdasht,33.535,47.6061,12.08,56,6,2.01,IR,1712947100
257,celestun,20.8667,-90.4,27.41,55,52,8.89,MX,1712947101
258,spring valley,36.108,-115.245,28.23,18,0,3.6,US,1712946963
259,chibougamau,49.9168,-74.3659,8.79,93,100,5.14,CA,1712947103
260,atafu village,-8.5421,-172.5159,29.64,73,100,3.87,TK,1712947104
261,guantanamo,20.1444,-75.2092,30.76,42,62,6.52,CU,1712947105
262,ust-nera,64.5667,143.2,-3.84,96,99,2.74,RU,1712947106
263,port augusta,-32.5,137.7667,12.94,75,14,3.23,AU,1712947107
264,magadan,59.5667,150.8,-8.04,92,7,1.94,RU,1712947108
265,wanxian,30.8039,108.3897,20.09,76,54,1.93,CN,1712947109
266,marat,25.0701,45.4615,23.89,34,100,5.49,SA,1712947110
267,lagoa,39.05,-27.9833,14.67,84,100,8.48,PT,1712947111
268,san antonio de pale,-1.4014,5.6325,27.8,77,45,3.83,GQ,1712947112
269,margate,51.3813,1.3862,15.94,72,100,3.58,GB,1712947113
270,saddiqabad,28.3062,70.1307,29.72,30,100,2.96,PK,1712947114
271,chester,40.1254,-75.8749,16.08,65,75,7.2,US,1712947115
272,sa kaeo,13.75,102.3333,28.42,74,76,2.71,TH,1712947116
273,port saint john's,-31.6229,29.5448,16.94,74,94,3.03,ZA,1712947117
274,maracaibo,10.6317,-71.6406,34.19,42,67,4.53,VE,1712946856
275,jamestown,42.097,-79.2353,8.34,92,100,8.23,US,1712947120
276,nuku'alofa,-21.1333,-175.2,23.19,100,20,0.0,TO,1712946902
277,nahiyat al fuhud,30.9697,46.7228,25.26,31,5,3.38,IQ,1712947123
278,newnan,33.3807,-84.7997,21.13,27,0,6.69,US,1712947074
279,alpena,45.0617,-83.4327,6.18,93,100,12.35,US,1712947125
280,baise city,23.8997,106.6133,24.22,88,83,1.37,CN,1712947127
281,camapua,-19.5314,-54.0439,28.8,70,100,1.78,BR,1712946995
282,tidjikja,18.5564,-11.4271,35.5,10,4,4.43,MR,1712947130
283,kittila,67.6647,24.8936,3.08,65,100,5.14,FI,1712947131
284,ola,59.5833,151.2833,-7.7,93,36,2.27,RU,1712947132
285,ndjole,-0.1783,10.7649,24.7,95,100,0.75,GA,1712947133
286,egilsstadir,65.2653,-14.3948,-1.05,93,100,8.23,IS,1712947135
287,vila franca do campo,37.7167,-25.4333,18.27,99,93,0.9,PT,1712947136
288,marshfield,44.6689,-90.1718,12.49,58,75,7.72,US,1712946903
289,senador jose porfirio,-2.5908,-51.9542,26.68,92,100,0.75,BR,1712947139
290,houlton,46.1262,-67.8403,14.23,90,100,6.17,US,1712947140
291,jianshui,23.6363,102.8264,20.41,33,8,2.71,CN,1712947141
292,zhigalovo,54.8097,105.1578,1.59,99,100,1.36,RU,1712947142
293,tangalle,6.024,80.7911,25.09,84,100,3.89,LK,1712947143
294,balkanabat,39.5108,54.3671,15.69,70,100,3.89,TM,1712947144
295,belen,36.4891,36.2233,15.22,100,40,7.72,TR,1712947145
296,sao jose da coroa grande,-8.8978,-35.1478,28.76,73,0,3.67,BR,1712947146
297,dryden,49.7833,-92.7503,5.16,60,100,4.12,CA,1712946972
298,st. john's,47.5649,-52.7093,8.66,56,75,10.8,CA,1712947148
299,kamloops,50.6665,-120.3192,12.08,60,40,1.54,CA,1712947150
300,ikwiriri,-7.9562,38.9716,24.22,98,100,1.14,TZ,1712947151
301,cabo san lucas,22.8909,-109.9124,25.9,71,75,2.68,MX,1712946926
302,timmins,48.4669,-81.3331,2.9,93,100,9.26,CA,1712947081
303,quepos,9.4236,-84.1652,30.96,69,100,4.02,CR,1712947154
304,sola,-13.8833,167.55,28.3,79,86,5.91,VU,1712947155
305,palangkaraya,-2.2,113.8333,24.78,93,91,0.89,ID,1712947156
306,hoemul-li,41.4339,129.67,8.59,83,96,1.62,KP,1712947157
307,ierapetra,35.01,25.7353,17.35,75,97,3.06,GR,1712947158
308,meulaboh,4.1363,96.1285,25.35,91,100,1.23,ID,1712947159
309,zelenogorsk,56.1147,94.5861,-5.21,68,5,1.5,RU,1712947160
310,port hedland,-20.3167,118.5667,23.03,83,0,3.09,AU,1712947161
311,chasong,41.4608,126.6414,7.18,81,15,1.74,KP,1712947162
312,suntar,62.1444,117.6319,-26.34,100,65,1.28,RU,1712947163
313,katsuren-haebaru,26.3369,127.8719,22.43,85,100,5.14,JP,1712947164
314,ad dilam,23.9915,47.1627,27.23,27,99,4.63,SA,1712947165
315,poli,-3.3333,36.8,17.1,93,100,0.5,TZ,1712947166
316,leticia,-4.2153,-69.9406,34.03,62,40,3.6,CO,1712947167
317,merritt island,28.5392,-80.672,27.78,34,0,6.17,US,1712947004
318,kiunga,-6.1219,141.2906,22.29,99,83,0.32,PG,1712947169
319,broken hill,-31.95,141.4333,12.23,56,69,4.01,AU,1712947171
320,yanbu,24.0891,38.0637,27.02,57,0,5.66,SA,1712947172
321,gangaikondan,8.85,77.7833,28.03,73,99,3.22,IN,1712947174
322,iskateley,67.6803,53.1512,-14.58,90,100,7.68,RU,1712947175
323,atamyrat,37.8357,65.2106,18.47,72,100,6.66,TM,1712947175
324,howard springs,-12.497,131.047,26.04,92,98,2.5,AU,1712947176
325,chegdomyn,51.1167,133.0167,5.92,94,100,1.51,RU,1712947177
326,tamanrasset,22.785,5.5228,24.95,11,0,5.66,DZ,1712947179
327,birjand,32.8663,59.2211,9.26,93,20,3.09,IR,1712947180
328,kuyeda,56.4311,55.5886,8.64,79,100,4.4,RU,1712947181
329,timbuktu,16.7735,-3.0074,32.65,6,0,5.53,ML,1712947181
330,vallenar,-28.5708,-70.7581,21.99,29,1,4.6,CL,1712947183
331,vanimo,-2.6741,141.3028,25.78,92,100,1.75,PG,1712947184
332,kayangel,8.0823,134.7173,28.23,78,97,6.66,PW,1712947185
333,vadso,70.0744,29.7487,1.09,80,100,4.63,NO,1712947186
334,vilyuchinsk,52.9306,158.4028,0.15,86,98,1.35,RU,1712947187
335,boa viagem,-5.1275,-39.7322,27.92,83,26,2.17,BR,1712947188
336,hanak,41.2336,42.8472,5.86,64,1,1.66,TR,1712947189
337,ascension,30.2169,-90.9001,25.67,29,0,2.06,US,1712947189
338,olyokminsk,60.3736,120.4264,-11.2,97,80,1.85,RU,1712947190
339,salekhard,66.53,66.6019,0.78,100,100,2.24,RU,1712947022
340,san pedro pochutla,15.7333,-96.4667,32.84,39,88,4.4,MX,1712947192
341,san luis de la loma,17.2706,-100.8939,32.69,47,5,5.83,MX,1712947193
342,shahr-e babak,30.1165,55.1186,15.07,30,0,3.95,IR,1712947194
343,haiku-pauwela,20.9219,-156.3051,23.36,84,20,0.89,US,1712947195
344,dwarka,22.2394,68.9678,25.84,84,100,6.78,IN,1712947159
345,queenstown,-31.8976,26.8753,9.27,63,100,2.04,ZA,1712947197
346,nagqu,31.5,92.0,-2.74,27,98,0.51,CN,1712947197
347,bandar-e genaveh,29.5791,50.517,25.01,64,0,4.99,IR,1712947198
348,udachny,66.4167,112.4,-23.64,90,29,2.09,RU,1712947199
349,ocean city,39.2776,-74.5746,18.88,57,7,5.81,US,1712947200
350,hasaki,35.7333,140.8333,12.38,82,100,8.36,JP,1712947201
351,thunder bay,48.4001,-89.3168,9.95,46,75,9.26,CA,1712947082
352,moama,-36.1167,144.7833,8.88,88,0,2.9,AU,1712947204
353,kimberley,-28.7323,24.7623,13.83,58,0,2.06,ZA,1712947205
354,rio san juan,19.6439,-70.0763,27.56,74,66,6.76,DO,1712947206
355,mimon,50.6587,14.7247,16.08,74,69,1.8,CZ,1712947207
356,kapsabet,0.2039,35.105,18.75,90,100,1.58,KE,1712947208
357,sousse,35.8254,10.637,17.88,88,40,9.77,TN,1712947116
358,nuevitas,21.5453,-77.2644,31.03,52,0,5.6,CU,1712947209
359,labrador city,52.9463,-66.9114,3.99,86,100,2.68,CA,1712947210
360,merizo village,13.2658,144.6691,26.85,93,100,5.96,GU,1712947212
361,taber,49.8167,-112.1518,18.91,33,100,8.75,CA,1712947213
362,itamaraca,-7.7478,-34.8256,31.03,73,5,3.88,BR,1712947213
363,ust'-ilimsk,58.0006,102.6619,-1.54,73,100,1.34,RU,1712947214
364,jining,35.405,116.5814,15.33,96,0,3.97,CN,1712947215
365,keren,15.7778,38.4581,25.37,50,5,2.12,ER,1712947216
366,la passe,45.5549,-0.8967,24.13,81,37,2.56,FR,1712947217
367,tuy hoa,13.0833,109.3,23.97,95,100,0.26,VN,1712947218
368,zheleznogorsk-ilimskiy,56.5768,104.1217,-2.57,92,100,2.24,RU,1712946921
369,zhanibek,49.4167,46.85,16.19,85,100,4.56,KZ,1712947220
370,bechar,31.6167,-2.2167,20.18,19,0,7.72,DZ,1712947221
371,el hadjira,32.6134,5.5126,13.17,82,100,9.81,DZ,1712947222
372,isangel,-19.55,169.2667,23.06,94,100,1.54,VU,1712947223
373,ta`u,-14.2336,-169.5144,29.14,78,32,6.95,AS,1712947223
374,new norfolk,-42.7826,147.0587,14.28,92,99,1.13,AU,1712947224
375,joshimath,30.5667,79.5667,8.1,41,22,4.81,IN,1712947225
376,balashov,51.5502,43.1667,13.74,50,100,4.27,RU,1712947226
377,redencao,-4.2258,-38.7306,27.11,91,58,1.54,BR,1712947227
378,saint-joseph,-21.3667,55.6167,26.21,87,53,2.57,RE,1712947229
379,punta arenas,-53.15,-70.9167,12.06,66,0,10.8,CL,1712947225
380,chiang klang,19.2938,100.8617,26.9,63,42,0.45,TH,1712947230
381,rosetta,31.4044,30.4164,17.91,83,0,4.58,EG,1712947231
382,fort bragg,35.139,-79.006,23.03,36,40,7.2,US,1712947232
383,kassiri,8.9372,-13.1244,30.16,57,2,4.87,SL,1712947233
384,fada,9.5667,8.3,28.62,39,100,1.32,NG,1712947234
385,novoagansk,61.9449,76.6625,-2.33,96,100,6.18,RU,1712947235
386,luganville,-15.5333,167.1667,26.79,87,52,2.84,VU,1712947236
387,ukrainka,50.1432,30.7461,17.3,67,8,3.83,UA,1712947238
388,gurupi,-11.7292,-49.0686,31.05,61,100,2.43,BR,1712947100
389,hammerfest,70.6634,23.6821,2.25,75,0,6.17,NO,1712947240
390,namsos,64.4662,11.4957,7.03,93,75,4.12,NO,1712947241
391,puerto deseado,-47.7503,-65.8938,11.62,65,0,5.8,AR,1712947242
392,gaggenau,48.8,8.3333,19.61,52,0,1.03,DE,1712947243
393,tombolo,45.6395,11.8254,23.0,67,10,0.79,IT,1712947244
394,dul'durga,50.6761,113.5931,3.16,79,41,0.7,RU,1712947245
